"DATES","DEPARTMENT","TEAM","SMV","WIP","OVER_TIME","INCENTIVE","IDLE_TIME","IDLE_MEN","NO_OF_STYLE_CHANGE","NO_OF_WORKERS","RATIO"
"21/01/2015","sweing",8,25.9,562,7470,38,0,0,0,56.5,1.0005
"21/01/2015","sweing",2,22.94,1422,10500,60,0,0,0,57,1.1435
"21/01/2015","sweing",10,22.52,1206,10080,75,0,0,0,56,1.1429
"21/01/2015","finishing",5,4.15,0,2400,0,0,0,0,8,1.0831
"21/01/2015","sweing",5,20.4,1404,10440,50,0,0,0,58,1.0719
"21/01/2015","sweing",3,22.52,1139,10260,63,0,0,0,57,1.0715
"21/01/2015","sweing",11,14.89,1735,10260,50,0,0,0,57,1.0002
"21/01/2015","sweing",1,22.94,1595,10260,34,0,0,0,57,1.077
"21/01/2015","sweing",12,15.26,1245,6360,23,0,0,0,34,1.0003
"21/01/2015","finishing",8,2.9,0,2400,0,0,0,0,8,0.7436
"21/01/2015","sweing",9,54.56,757,4140,29,0,0,0,58,0.6503
"21/01/2015","finishing",1,3.94,0,2400,0,0,0,0,8,0.7771
"21/01/2015","sweing",7,22.52,1720,10080,23,0,0,0,56,1.0005
"21/01/2015","finishing",11,4.15,0,2700,0,0,0,0,9,0.6725
"22/01/2015","finishing",7,3.94,0,6000,0,0,0,0,10,1.5961
"22/01/2015","finishing",10,3.94,0,8400,0,0,0,0,14,1.2543
"22/01/2015","sweing",4,22.52,759,10080,81,0,0,0,56,1.1333
"22/01/2015","sweing",2,22.94,1510,10620,60,0,0,0,57,1.1433
"22/01/2015","sweing",6,11.61,955,6360,63,0,0,0,32,1.0002
"22/01/2015","sweing",10,22.52,1328,10080,55,0,0,0,56,1.0667
"22/01/2015","sweing",1,22.94,1384,12180,63,0,0,0,57,1.0717
"22/01/2015","sweing",3,22.52,1244,10260,63,0,0,0,57,1.0715
"22/01/2015","finishing",5,4.15,0,9000,0,0,0,0,15,1.0613
"22/01/2015","sweing",5,20.4,1480,10440,40,0,0,0,58,1.0004
"22/01/2015","sweing",11,14.89,1863,10260,50,0,0,0,57,1.0002
"22/01/2015","finishing",4,4.3,0,9000,0,0,0,0,15,0.8936
"22/01/2015","finishing",1,3.94,0,15000,0,0,0,0,25,0.9281
"22/01/2015","finishing",2,3.94,0,15000,0,0,0,0,25,0.9281
"22/01/2015","finishing",6,2.9,0,4800,0,0,0,0,8,0.7835
"22/01/2015","sweing",12,15.26,1492,6960,23,0,0,0,34,1.0007
"22/01/2015","sweing",7,22.52,1859,10260,23,0,0,0,57,1.0007
"22/01/2015","sweing",8,40.99,980,10770,30,0,0,0,56.5,0.6944
"22/01/2015","sweing",9,29.12,970,10440,30,0,0,0,58,1.0011
"22/01/2015","finishing",3,3.94,0,12000,0,0,0,0,20,0.658
"22/01/2015","finishing",8,2.9,0,4800,0,0,0,0,8,0.4972
"22/01/2015","finishing",12,4.08,0,5400,0,0,0,0,9,0.5457
"24/01/2015","finishing",5,4.15,0,2700,0,0,0,0,15,1.381
"24/01/2015","finishing",10,3.94,0,1800,0,0,0,0,10,1.2497
"24/01/2015","finishing",8,2.9,0,1620,0,0,0,0,9,1.1382
"24/01/2015","sweing",2,22.94,1606,10260,94,0,0,0,57,1.2009
"24/01/2015","sweing",4,22.52,727,10260,94,0,0,0,57,1.2004
"24/01/2015","finishing",11,4.15,0,1800,0,0,0,0,10,1.1947
"24/01/2015","finishing",3,3.94,0,1440,0,0,0,0,8,1.1939
"24/01/2015","finishing",7,3.94,0,2160,0,0,0,0,12,1.3394
"24/01/2015","finishing",12,4.08,0,1620,0,0,0,0,9,1.2266
"24/01/2015","sweing",1,22.94,1472,10260,75,0,0,0,57,1.1438
"24/01/2015","sweing",10,22.52,1332,10080,69,0,0,0,56,1.0675
"24/01/2015","sweing",6,11.61,1009,5640,63,0,0,0,32,1.0007
"24/01/2015","sweing",3,22.52,1266,10260,69,0,0,0,57,1.0671
"24/01/2015","sweing",12,15.26,1316,6120,40,0,0,0,34,1.0001
"24/01/2015","sweing",11,42.97,1282,10260,56,0,0,0,57,1.0001
"24/01/2015","sweing",5,20.4,1382,10440,50,0,0,0,58,1.0004
"24/01/2015","finishing",4,4.3,0,2160,0,0,0,0,12,0.8687
"24/01/2015","sweing",7,22.52,1295,10170,26,0,0,0,56.5,1.0006
"24/01/2015","sweing",9,29.12,925,6660,23,0,0,0,58,1.0002
"24/01/2015","finishing",2,3.94,0,1440,0,0,0,0,8,0.7711
"24/01/2015","finishing",1,3.94,0,1440,0,0,0,0,8,0.8262
"24/01/2015","sweing",8,15.09,1448,9360,23,0,0,0,52,1
"24/01/2015","finishing",9,3.94,0,1440,0,0,0,0,8,0.4353
"25/01/2015","finishing",5,4.15,0,3060,0,0,0,0,17,1.3911
"25/01/2015","finishing",2,3.94,0,1440,0,0,0,0,8,1.2934
"25/01/2015","finishing",1,3.94,0,1440,0,0,0,0,8,1.3858
"25/01/2015","finishing",3,3.94,0,1620,0,0,0,0,9,1.2824
"25/01/2015","finishing",10,3.94,0,3420,0,0,0,0,19,1.2735
"25/01/2015","finishing",4,4.3,0,2160,0,0,0,0,12,1.2694
"25/01/2015","sweing",4,22.52,867,10260,94,0,0,0,57,1.2004
"25/01/2015","sweing",2,22.94,1636,10530,81,0,0,0,58.5,1.1336
"25/01/2015","sweing",1,22.94,1682,10530,75,0,0,0,58.5,1.1442
"25/01/2015","sweing",3,22.52,1495,10350,55,0,0,0,57.5,1.0674
"25/01/2015","sweing",6,11.61,1181,5760,63,0,0,0,32,1.0005
"25/01/2015","sweing",10,22.52,1413,10080,69,0,0,0,56,1.0667
"25/01/2015","finishing",7,3.94,0,2520,0,0,0,0,14,1.1526
"25/01/2015","sweing",7,22.52,360,10170,40,0,0,0,56.5,1.0008
"25/01/2015","sweing",12,15.26,1296,6120,40,0,0,0,34,1.0006
"25/01/2015","sweing",5,20.4,1217,10440,50,0,0,0,58,1.0004
"25/01/2015","sweing",9,29.12,1086,10440,26,0,0,0,58,1.0006
"25/01/2015","finishing",12,4.08,0,1620,0,0,0,0,9,0.8831
"25/01/2015","sweing",11,42.97,532,10260,40,0,0,0,57,0.7882
"25/01/2015","sweing",8,15.09,1557,720,23,0,0,0,52,1.0001
"25/01/2015","finishing",8,2.9,0,720,0,0,0,0,4,0.4119
"26/01/2015","finishing",3,3.94,0,1800,0,0,0,0,10,1.4128
"26/01/2015","finishing",10,3.94,0,3780,0,0,0,0,21,1.3304
"26/01/2015","finishing",4,4.3,0,2160,0,0,0,0,12,1.2849
"26/01/2015","finishing",5,4.15,0,2700,0,0,0,0,15,1.3703
"26/01/2015","finishing",2,3.94,0,1800,0,0,0,0,10,1.2138
"26/01/2015","finishing",1,3.94,0,1800,0,0,0,0,10,1.3005
"26/01/2015","sweing",4,22.52,1016,10170,60,0,0,0,56.5,1.0629
"26/01/2015","sweing",6,11.61,1072,5760,50,0,0,0,32,1.0005
"26/01/2015","sweing",3,22.52,1584,10260,69,0,0,0,57,1.0671
"26/01/2015","sweing",2,22.94,1764,10260,55,0,0,0,57,1.0667
"26/01/2015","sweing",1,22.94,1745,10440,60,0,0,0,58,1.1429
"26/01/2015","sweing",10,22.52,1250,10080,55,0,0,0,56,1.0667
"26/01/2015","finishing",12,4.08,0,1620,0,0,0,0,9,1.099
"26/01/2015","sweing",5,20.4,1118,10320,56,0,0,0,58,1
"26/01/2015","sweing",9,29.12,1143,10440,40,0,0,0,58,1.0009
"26/01/2015","sweing",12,15.26,1337,6120,40,0,0,0,34,1.0006
"26/01/2015","finishing",7,3.94,0,1440,0,0,0,0,8,0.9943
"26/01/2015","sweing",8,15.09,1519,360,23,0,0,0,52,1.0002
"26/01/2015","sweing",11,28.08,749,10260,23,0,0,0,57,1.0002
"27/01/2015","sweing",2,22.52,1635,6840,119,0,0,0,57,1.3336
"27/01/2015","sweing",3,22.52,1299,6840,119,0,0,0,57,1.3336
"27/01/2015","finishing",10,3.94,0,1440,0,0,0,0,12,1.2244
"27/01/2015","finishing",4,4.3,0,1440,0,0,0,0,12,1.1758
"27/01/2015","finishing",5,4.15,0,1440,0,0,0,0,12,1.8528
"27/01/2015","sweing",10,22.52,1134,6720,70,0,0,0,56,1.1252
"27/01/2015","finishing",3,3.94,0,1440,0,0,0,0,12,1.1492
"27/01/2015","sweing",4,22.52,1106,6780,60,0,0,0,56.5,1.0629
"27/01/2015","finishing",8,3.94,0,960,0,0,0,0,8,1.3007
"27/01/2015","finishing",12,4.15,0,1080,0,0,0,0,9,1.1765
"27/01/2015","finishing",7,4.15,0,960,0,0,0,0,8,1.6071
"27/01/2015","sweing",1,22.94,1871,6960,55,0,0,0,58,1.067
"27/01/2015","finishing",2,3.94,0,1200,0,0,0,0,10,1.0507
"27/01/2015","finishing",1,3.94,0,1200,0,0,0,0,10,1.0375
"27/01/2015","sweing",9,29.12,1294,6960,50,0,0,0,58,1.0006
"27/01/2015","sweing",12,15.26,1462,4080,40,0,0,0,34,1.0002
"27/01/2015","sweing",8,15.09,976,240,23,0,0,0,52,1.0005
"27/01/2015","sweing",6,30.4,338,3840,34,0,0,0,32,0.7785
"27/01/2015","finishing",6,2.9,0,960,0,0,0,0,8,0.7781
"27/01/2015","sweing",5,20.79,1455,6960,30,0,0,0,58,1.0001
"27/01/2015","sweing",11,48.18,1282,6480,23,0,0,0,54,0.7409
"28/01/2015","sweing",2,22.52,1559,6840,90,0,0,0,57,1.2503
"28/01/2015","sweing",3,22.52,1350,6840,113,0,0,0,57,1.2503
"28/01/2015","finishing",6,2.9,0,1800,0,0,0,0,15,2.793
"28/01/2015","finishing",1,3.94,0,1200,0,0,0,0,10,1.2608
"28/01/2015","finishing",2,3.94,0,1800,0,0,0,0,15,1.1278
"28/01/2015","sweing",10,22.52,1175,6720,60,0,0,0,56,1.0632
"28/01/2015","sweing",1,22.94,1868,6960,81,0,0,0,58,1.1338
"28/01/2015","finishing",10,3.94,0,1200,0,0,0,0,10,1.0507
"28/01/2015","sweing",5,20.79,1045,6960,88,0,0,0,58,1.3342
"28/01/2015","sweing",4,22.52,1342,6780,50,0,0,0,56.5,1.0006
"28/01/2015","finishing",12,4.08,0,1080,0,0,0,0,9,1.0074
"28/01/2015","sweing",9,29.12,1340,6960,63,0,0,0,58,1.0723
"28/01/2015","sweing",12,15.26,1429,3600,45,0,0,0,35,1.0004
"28/01/2015","finishing",4,4.3,0,1440,0,0,0,0,12,0.9033
"28/01/2015","finishing",8,4.15,0,960,0,0,0,0,8,0.8513
"28/01/2015","sweing",11,20.1,1413,5880,46,0,0,0,54,1.0011
"28/01/2015","sweing",8,38.09,336,6240,0,0,0,0,52,0.6681
"28/01/2015","sweing",6,18.79,511,1800,23,0,0,0,32,1.2514
"28/01/2015","finishing",7,3.94,0,960,0,0,0,0,8,0.6773
"28/01/2015","sweing",7,23.54,958,6600,0,0,0,0,55,0.4756
"28/01/2015","finishing",11,2.9,0,960,0,0,0,0,8,0.5188
"29/01/2015","sweing",2,22.52,1416,6840,113,0,0,0,57,1.2503
"29/01/2015","finishing",4,4.3,0,1200,0,0,0,0,10,1.2363
"29/01/2015","sweing",3,22.52,1287,6840,100,0,0,0,57,1.1877
"29/01/2015","sweing",4,22.52,1444,6900,88,0,0,0,57.5,1.126
"29/01/2015","sweing",10,22.52,1088,6720,88,0,0,0,56,1.1252
"29/01/2015","finishing",6,2.9,0,1200,0,0,0,0,10,1.798
"29/01/2015","finishing",8,4.15,0,960,0,0,0,0,8,1.3501
"29/01/2015","finishing",11,2.9,0,960,0,0,0,0,8,1.441
"29/01/2015","finishing",10,3.94,0,1200,0,0,0,0,10,1.0712
"29/01/2015","finishing",1,3.94,0,1200,0,0,0,0,10,1.1382
"29/01/2015","sweing",1,22.94,1579,6960,81,0,0,0,58,1.1338
"29/01/2015","sweing",9,29.12,1170,6960,53,0,0,0,58,1.2145
"29/01/2015","sweing",5,20.79,1015,7080,81,0,0,0,59,1.2315
"29/01/2015","finishing",2,3.94,0,1200,0,0,0,0,10,0.9667
"29/01/2015","sweing",12,15.26,1436,4200,45,0,0,0,35,1.0009
"29/01/2015","finishing",12,4.08,0,1080,0,0,0,0,9,0.8462
"29/01/2015","sweing",11,20.1,1601,4320,46,0,0,0,51,1.001
"29/01/2015","sweing",6,18.79,717,3960,23,0,0,0,33,1.0002
"29/01/2015","finishing",3,3.94,0,960,0,0,0,0,8,0.6156
"29/01/2015","sweing",7,23.54,830,6600,0,0,0,0,55,0.7506
"31/01/2015","sweing",3,22.52,1136,6960,113,0,0,0,58,1.2506
"31/01/2015","sweing",2,22.52,1397,6840,113,0,0,0,57,1.2503
"31/01/2015","finishing",2,3.94,0,1200,0,0,0,0,10,1.2148
"31/01/2015","finishing",3,3.94,0,960,0,0,0,0,8,1.2148
"31/01/2015","finishing",4,3.94,0,1200,0,0,0,0,10,1.2148
"31/01/2015","finishing",10,3.94,0,1200,0,0,0,0,10,1.2148
"31/01/2015","finishing",1,3.94,0,1800,0,0,0,0,15,1.2958
"31/01/2015","finishing",9,3.94,0,240,0,0,0,0,2,1.2958
"31/01/2015","finishing",12,4.08,0,1080,0,0,0,0,9,1.2958
"31/01/2015","finishing",5,3.94,0,240,0,0,0,0,2,1.3884
"31/01/2015","finishing",7,3.94,0,1200,0,0,0,0,10,1.3884
"31/01/2015","finishing",8,3.94,0,960,0,0,0,0,8,1.4952
"31/01/2015","finishing",11,3.94,0,600,0,0,0,0,5,1.4952
"31/01/2015","finishing",6,3.94,0,1200,0,0,0,0,10,1.6198
"31/01/2015","sweing",10,22.52,1116,6720,93,0,0,0,56,1.1503
"31/01/2015","sweing",4,22.52,1432,6660,88,0,0,0,57.5,1.1257
"31/01/2015","sweing",9,29.12,1082,6840,81,0,0,0,57,1.1341
"31/01/2015","sweing",1,22.94,1502,6960,81,0,0,0,58,1.1338
"31/01/2015","sweing",12,15.26,1209,4200,45,0,0,0,35,1.0009
"31/01/2015","sweing",5,50.89,282,5880,56,0,0,0,59,0.9382
"31/01/2015","sweing",11,20.1,1417,6480,49,0,0,0,54,1.0002
"31/01/2015","sweing",6,18.79,799,3960,23,0,0,0,33,1.0012
"31/01/2015","sweing",7,23.54,1109,6720,0,0,0,0,56,0.5555
"31/01/2015","sweing",8,23.54,1144,6480,0,0,0,0,54,0.574
"01/02/2015","finishing",8,4.15,0,960,0,0,0,0,8,1.5563
"01/02/2015","sweing",2,22.52,1396,6900,113,0,0,0,57.5,1.2508
"01/02/2015","sweing",1,22.94,1582,3060,113,0,0,0,58.5,1.2505
"01/02/2015","finishing",1,3.94,0,2280,0,0,0,0,19,1.2673
"01/02/2015","sweing",3,22.52,1124,6840,100,0,0,0,57,1.1877
"01/02/2015","finishing",2,3.94,0,1200,0,0,0,0,10,1.141
"01/02/2015","finishing",7,3.94,0,2160,0,0,0,0,18,1.2746
"01/02/2015","finishing",10,3.94,0,1200,0,0,0,0,10,1.1081
"01/02/2015","sweing",10,22.52,1282,6720,75,0,0,0,56,1.0632
"01/02/2015","sweing",4,22.52,1472,7020,60,0,0,0,58.5,1.0626
"01/02/2015","finishing",4,4.3,0,1440,0,0,0,0,12,1.0563
"01/02/2015","sweing",9,29.12,1282,6960,45,0,0,0,58,1.0008
"01/02/2015","sweing",12,15.26,1276,1440,45,0,0,0,35,1.0006
"01/02/2015","finishing",12,4.08,0,1080,0,0,0,0,9,0.9369
"01/02/2015","sweing",11,20.1,1192,6120,75,0,0,0,54,1.0007
"01/02/2015","sweing",6,18.79,881,3960,26,0,0,0,33,1.0015
"01/02/2015","sweing",8,24.26,1196,6600,0,0,0,0,55,0.778
"01/02/2015","sweing",7,24.26,1400,6720,0,0,0,0,56,0.5879
"01/02/2015","finishing",6,2.9,0,1200,0,0,0,0,10,0.5236
"02/02/2015","sweing",1,22.94,16882,7020,113,0,0,0,58.5,1.2508
"02/02/2015","finishing",9,3.94,0,960,0,0,0,0,8,1.3257
"02/02/2015","sweing",2,22.52,21385,7020,88,0,0,0,58.5,1.1252
"02/02/2015","sweing",3,22.52,21266,6840,70,0,0,0,57,1.1252
"02/02/2015","sweing",10,22.52,21540,6720,88,0,0,0,56,1.1252
"02/02/2015","finishing",10,3.94,0,1200,0,0,0,0,10,1.0712
"02/02/2015","finishing",4,4.3,0,1440,0,0,0,0,12,1.0115
"02/02/2015","sweing",12,15.26,12261,3600,63,0,0,0,35,1.0005
"02/02/2015","sweing",4,22.52,23122,5940,50,0,0,0,56.5,1.0005
"02/02/2015","sweing",9,29.12,8992,6960,55,0,0,0,58,1.0666
"02/02/2015","finishing",12,4.08,0,1080,0,0,0,0,9,0.9873
"02/02/2015","sweing",11,20.55,9792,6480,60,0,0,0,54,1.0006
"02/02/2015","sweing",6,18.79,2984,3960,30,0,0,0,33,1.0005
"02/02/2015","finishing",8,4.15,0,960,0,0,0,0,8,0.8646
"02/02/2015","finishing",1,3.94,0,2280,0,0,0,0,19,0.6728
"02/02/2015","sweing",5,30.1,839,6960,0,0,0,0,58,1.0016
"02/02/2015","sweing",7,24.26,2698,6720,0,0,0,0,56,0.4219
"02/02/2015","finishing",6,2.9,0,1200,0,0,0,0,10,0.4672
"02/02/2015","sweing",8,24.26,1435,6600,0,0,0,0,55,0.4015
"03/02/2015","finishing",2,3.94,0,2400,0,0,0,0,20,1.2518
"03/02/2015","sweing",1,22.52,1500,6900,113,0,0,0,57.5,1.25
"03/02/2015","sweing",10,22.52,1188,6720,90,0,0,0,56,1.25
"03/02/2015","finishing",1,3.94,0,1200,0,0,0,0,10,1.2436
"03/02/2015","finishing",8,4.15,0,960,0,0,0,0,8,1.3957
"03/02/2015","sweing",3,22.52,1112,6840,100,0,0,0,57,1.1877
"03/02/2015","sweing",2,22.52,1452,6960,100,0,0,0,58,1.1875
"03/02/2015","finishing",9,3.94,0,1320,0,0,0,0,11,1.2266
"03/02/2015","sweing",4,22.52,340,5460,63,0,0,0,56.5,1.0005
"03/02/2015","sweing",12,15.26,1029,2040,50,0,0,0,35,1.0003
"03/02/2015","finishing",12,4.08,0,1080,0,0,0,0,9,0.9728
"03/02/2015","sweing",9,29.12,1070,6960,34,0,0,0,58,1.0008
"03/02/2015","sweing",11,25.31,946,5760,60,0,0,0,54,1.0007
"03/02/2015","sweing",6,18.79,913,4020,30,0,0,0,33.5,1.0003
"03/02/2015","sweing",8,24.26,1363,6660,0,0,0,0,55.5,0.8378
"03/02/2015","sweing",7,24.26,1639,6720,0,0,0,0,56,0.7736
"03/02/2015","finishing",4,4.3,0,1440,0,0,0,0,12,0.6719
"03/02/2015","finishing",6,2.9,0,960,0,0,0,0,8,0.7077
"03/02/2015","sweing",5,30.1,415,6960,0,0,0,0,58,0.692
"04/02/2015","sweing",2,22.52,1263,6900,100,0,0,0,57.5,1.3129
"04/02/2015","sweing",3,22.52,968,6840,113,0,0,0,57,1.2503
"04/02/2015","sweing",10,22.52,1108,6720,113,0,0,0,56,1.25
"04/02/2015","finishing",2,3.94,0,2160,0,0,0,0,18,1.2084
"04/02/2015","finishing",1,3.94,0,1200,0,0,0,0,10,1.1615
"04/02/2015","finishing",8,4.15,0,3000,0,0,0,0,25,1.3082
"04/02/2015","sweing",1,22.52,1532,6900,88,0,0,0,57.5,1.1252
"04/02/2015","sweing",12,15.26,1094,4080,38,0,0,0,34,1.0005
"04/02/2015","sweing",9,22.52,1086,6960,50,0,0,0,58,1
"04/02/2015","finishing",7,3.94,0,960,0,0,0,0,8,1.114
"04/02/2015","finishing",9,3.94,0,960,0,0,0,0,8,1.0069
"04/02/2015","sweing",6,18.79,941,3360,30,0,0,0,33,1.001
"04/02/2015","sweing",7,24.26,1471,6960,0,0,0,0,58,1.0009
"04/02/2015","sweing",11,10.05,1042,6120,60,0,0,0,53,1.0004
"04/02/2015","sweing",8,29.12,1248,6840,0,0,0,0,57,1.0002
"04/02/2015","finishing",12,4.08,0,1080,0,0,0,0,9,0.8594
"04/02/2015","sweing",5,30.1,326,5820,0,90,10,0,58.5,1.0013
"04/02/2015","finishing",6,2.9,0,960,0,0,0,0,8,0.7595
"04/02/2015","sweing",4,30.1,287,6060,23,150,15,0,55.5,1.002
"05/02/2015","sweing",2,22.52,1300,6780,113,0,0,0,56.5,1.2506
"05/02/2015","sweing",1,22.52,1485,6900,113,0,0,0,57.5,1.25
"05/02/2015","sweing",10,22.52,1039,6720,113,0,0,0,56,1.25
"05/02/2015","finishing",2,3.94,0,2640,0,0,0,0,22,1.2499
"05/02/2015","sweing",3,22.52,1063,6840,100,0,0,0,57,1.1877
"05/02/2015","finishing",6,2.9,0,960,0,0,0,0,8,1.3464
"05/02/2015","finishing",12,4.08,0,1080,0,0,0,0,9,1.1333
"05/02/2015","finishing",7,3.94,0,1200,0,0,0,0,10,1.2101
"05/02/2015","finishing",1,3.94,0,1440,0,0,0,0,12,1.0568
"05/02/2015","sweing",12,15.26,1083,720,38,0,0,0,34,1.0008
"05/02/2015","sweing",9,29.12,1069,6960,50,0,0,0,58,1
"05/02/2015","finishing",10,3.94,0,960,0,0,0,0,8,0.9645
"05/02/2015","sweing",11,10.05,668,2520,34,0,0,0,26,1.0005
"05/02/2015","sweing",6,18.79,766,2760,30,0,0,0,33,1.0001
"05/02/2015","sweing",5,30.1,557,6960,0,0,0,0,58,0.8032
"05/02/2015","sweing",7,24.26,1608,6960,0,0,0,0,58,7.4692
"05/02/2015","sweing",4,30.1,417,6360,23,0,0,1,53,1.0014
"05/02/2015","sweing",8,24.26,1167,6840,0,0,0,0,57,0.7094
"07/02/2015","finishing",2,3.94,0,3000,0,0,0,0,25,1.3133
"07/02/2015","sweing",2,22.52,1186,6900,113,0,0,0,58,1.25
"07/02/2015","sweing",3,22.52,1060,6840,100,0,0,0,57,1.1877
"07/02/2015","sweing",1,22.52,1534,6780,88,0,0,0,57,1.1252
"07/02/2015","sweing",10,22.52,1142,6720,88,0,0,0,56,1.1252
"07/02/2015","finishing",12,4.08,0,1080,0,0,0,0,9,1.1239
"07/02/2015","finishing",1,3.94,0,1200,0,0,0,0,10,1.0876
"07/02/2015","finishing",6,2.9,0,960,0,0,0,0,8,1.1278
"07/02/2015","sweing",12,15.26,1021,4080,63,0,0,0,34,1.0005
"07/02/2015","sweing",9,29.12,829,6960,50,0,0,0,58,1
"07/02/2015","finishing",9,3.94,0,960,0,0,0,0,8,0.9645
"07/02/2015","sweing",6,18.79,813,1560,34,0,0,0,33,1.0007
"07/02/2015","sweing",11,10.05,677,3240,45,0,0,0,27,1
"07/02/2015","finishing",7,3.94,0,1200,0,0,0,0,10,1.0225
"07/02/2015","sweing",7,24.26,658,6960,0,270,45,0,58,0.9461
"07/02/2015","sweing",4,30.1,486,6780,30,0,0,1,57,1.0004
"07/02/2015","sweing",5,30.1,687,7500,0,0,0,0,59,0.7795
"07/02/2015","finishing",4,4.3,0,960,0,0,0,0,8,0.5599
"07/02/2015","sweing",8,24.26,652,6840,0,300,37,0,57,0.5219
"08/02/2015","sweing",2,22.52,1233,6900,113,0,0,0,57.5,1.25
"08/02/2015","finishing",7,4.15,0,1440,0,0,0,0,12,1.3267
"08/02/2015","sweing",10,22.52,1388,6720,88,0,0,0,56,1.126
"08/02/2015","sweing",1,22.52,1615,6780,88,0,0,0,56.5,1.1252
"08/02/2015","sweing",3,22.52,1283,6720,88,0,0,0,56,1.1252
"08/02/2015","finishing",1,3.94,0,1200,0,0,0,0,10,1.1163
"08/02/2015","finishing",12,4.08,0,1080,0,0,0,0,9,1.1144
"08/02/2015","finishing",2,3.94,0,2160,0,0,0,0,18,1.0944
"08/02/2015","finishing",8,4.15,0,1800,0,0,0,0,15,1.2013
"08/02/2015","sweing",12,15.26,1026,2880,63,0,0,0,34,1.0004
"08/02/2015","sweing",9,29.12,909,6960,50,0,0,0,58,1
"08/02/2015","sweing",6,18.79,670,3960,34,0,0,0,33,1.0009
"08/02/2015","sweing",11,10.05,629,3240,45,0,0,0,27,1
"08/02/2015","sweing",5,30.1,754,7020,0,0,0,0,58.5,1.0009
"08/02/2015","finishing",6,2.9,0,960,0,0,0,0,8,0.8136
"08/02/2015","finishing",9,3.94,0,960,0,0,0,0,8,0.7593
"08/02/2015","sweing",4,30.1,712,6780,44,0,0,1,56.5,0.8742
"08/02/2015","sweing",7,24.26,148,6960,0,0,0,0,58,0.5079
"08/02/2015","sweing",8,24.26,154,6840,0,0,0,0,57,0.5047
"09/02/2015","finishing",2,3.94,0,2160,0,0,0,0,18,1.3225
"09/02/2015","finishing",1,3.94,0,1200,0,0,0,0,10,1.2025
"09/02/2015","sweing",10,22.52,1127,120,88,0,0,0,56,1.126
"09/02/2015","sweing",1,22.52,1506,3600,70,0,0,0,57,1.1256
"09/02/2015","sweing",2,22.52,1413,360,70,0,0,0,57,1.1256
"09/02/2015","finishing",6,2.9,0,960,0,0,0,0,8,1.1842
"09/02/2015","sweing",12,15.26,970,4080,63,0,0,0,34,1.0005
"09/02/2015","sweing",3,22.52,1271,5400,50,0,0,0,57,1.0002
"09/02/2015","sweing",9,29.12,1073,6960,50,0,0,0,58,1
"09/02/2015","sweing",4,30.1,767,3300,50,0,0,1,57,1.1286
"09/02/2015","sweing",11,10.05,103,0,45,0,0,0,54,1.0009
"09/02/2015","finishing",8,4.15,0,1800,0,0,0,0,15,2.0203
"09/02/2015","sweing",5,30.1,773,7020,40,0,0,0,58,1.0009
"09/02/2015","finishing",9,3.94,0,960,0,0,0,0,8,0.8721
"09/02/2015","sweing",6,18.79,708,4080,0,0,0,0,34,0.8167
"09/02/2015","sweing",7,30.1,842,6960,0,0,0,1,58,1.0009
"09/02/2015","sweing",8,30.1,901,6960,0,0,0,1,58,1.0009
"09/02/2015","finishing",12,4.08,0,1080,0,0,0,0,9,0.34
"10/02/2015","finishing",12,4.08,0,1080,0,0,0,0,9,1.2561
"10/02/2015","finishing",2,3.94,0,2160,0,0,0,0,18,1.2084
"10/02/2015","sweing",10,22.52,1268,0,88,0,0,0,56,1.1258
"10/02/2015","sweing",1,22.52,1546,0,88,0,0,0,57,1.1256
"10/02/2015","sweing",3,22.52,813,0,88,0,0,0,57,1.1256
"10/02/2015","sweing",2,22.52,1512,0,88,0,0,0,57,1.125
"10/02/2015","finishing",1,3.94,0,1440,0,0,0,0,12,1.0671
"10/02/2015","sweing",9,29.12,1263,2160,38,0,0,0,58,1.001
"10/02/2015","sweing",12,15.26,900,4080,50,0,0,0,34,1.0005
"10/02/2015","finishing",4,4.15,0,1800,0,0,0,0,15,1.1382
"10/02/2015","sweing",6,18.79,640,2400,0,0,0,0,34,1.0011
"10/02/2015","sweing",11,10.05,13,3240,34,0,0,0,54,0.9383
"10/02/2015","sweing",5,30.1,855,7020,45,0,0,0,58,1.0005
"10/02/2015","finishing",8,4.15,0,960,0,0,0,0,8,2.0108
"10/02/2015","sweing",4,30.1,855,7020,40,0,0,1,58,1.0009
"10/02/2015","finishing",9,3.94,0,960,0,0,0,0,8,0.8619
"10/02/2015","finishing",6,2.9,0,960,0,0,0,0,8,0.8378
"10/02/2015","sweing",7,30.1,1025,6960,23,0,0,1,58,1.0016
"10/02/2015","sweing",8,30.1,1061,6960,30,0,0,1,58,0.7871
"11/02/2015","finishing",4,4.15,0,1800,0,0,0,0,15,1.4759
"11/02/2015","finishing",12,4.08,0,1080,0,0,0,0,9,1.275
"11/02/2015","sweing",2,22.52,1557,0,90,0,0,0,57.5,1.2504
"11/02/2015","sweing",1,22.52,1498,0,113,0,0,0,57,1.2501
"11/02/2015","finishing",8,4.15,0,1440,0,0,0,0,12,2.8411
"11/02/2015","finishing",2,3.94,0,2160,0,0,0,0,18,1.14
"11/02/2015","finishing",5,4.15,0,240,0,0,0,0,2,1.2429
"11/02/2015","sweing",10,22.52,598,0,75,0,0,0,56,1.063
"11/02/2015","sweing",6,18.79,656,3480,38,0,0,0,34,1.0012
