"quarter","department","day","team","targeted_productivity","smv","idle_men","no_of_style_change","actual_productivity"
"Quarter4","finishing","Thursday",6,0.8,2.9,0,0,0.626822917
"Quarter4","sweing","Thursday",12,0.6,15.26,0,0,0.600436426
"Quarter4","sweing","Thursday",7,0.6,22.52,0,0,0.60041361
"Quarter4","sweing","Thursday",8,0.8,40.99,0,0,0.555500132
"Quarter4","sweing","Thursday",9,0.5,29.12,0,0,0.500547544
"Quarter4","finishing","Thursday",3,0.7,3.94,0,0,0.460578704
"Quarter4","finishing","Thursday",8,0.8,2.9,0,0,0.397743056
"Quarter4","finishing","Thursday",12,0.6,4.08,0,0,0.327407407
"Quarter4","finishing","Saturday",5,0.7,4.15,0,0,0.966666667
"Quarter4","finishing","Saturday",10,0.75,3.94,0,0,0.937242424
"Quarter4","finishing","Saturday",8,0.8,2.9,0,0,0.910521886
"Quarter4","sweing","Saturday",2,0.75,22.94,0,0,0.90064806
"Quarter4","sweing","Saturday",4,0.75,22.52,0,0,0.900321106
"Quarter4","finishing","Saturday",11,0.75,4.15,0,0,0.896022727
"Quarter4","finishing","Saturday",3,0.75,3.94,0,0,0.895454545
"Quarter4","finishing","Saturday",7,0.65,3.94,0,0,0.870580808
"Quarter4","finishing","Saturday",12,0.7,4.08,0,0,0.858585859
"Quarter4","sweing","Saturday",1,0.7,22.94,0,0,0.800643806
"Quarter4","sweing","Saturday",10,0.75,22.52,0,0,0.80062987
"Quarter4","sweing","Saturday",6,0.8,11.61,0,0,0.800537143
"Quarter4","sweing","Saturday",3,0.75,22.52,0,0,0.80035194
"Quarter4","sweing","Saturday",12,0.75,15.26,0,0,0.750079323
"Quarter4","sweing","Saturday",11,0.75,42.97,0,0,0.750041201
"Quarter4","sweing","Saturday",5,0.7,20.4,0,0,0.700250784
"Quarter4","finishing","Saturday",4,0.75,4.3,0,0,0.651515152
"Quarter4","sweing","Saturday",7,0.65,22.52,0,0,0.650416734
"Quarter4","sweing","Saturday",9,0.6,29.12,0,0,0.600125217
"Quarter4","finishing","Saturday",2,0.75,3.94,0,0,0.578314394
"Quarter4","finishing","Saturday",1,0.7,3.94,0,0,0.578314394
"Quarter4","sweing","Saturday",8,0.35,15.09,0,0,0.34998951
"Quarter4","finishing","Saturday",9,0.6,3.94,0,0,0.261174242
"Quarter4","finishing","Sunday",5,0.7,4.15,0,0,0.973796791
"Quarter4","finishing","Sunday",2,0.75,3.94,0,0,0.970075758
"Quarter4","finishing","Sunday",1,0.7,3.94,0,0,0.970075758
"Quarter4","finishing","Sunday",3,0.75,3.94,0,0,0.961784512
"Quarter4","finishing","Sunday",10,0.75,3.94,0,0,0.955151515
"Quarter4","finishing","Sunday",4,0.75,4.3,0,0,0.952020202
"Quarter4","sweing","Sunday",4,0.75,22.52,0,0,0.900321106
"Quarter4","sweing","Sunday",2,0.75,22.94,0,0,0.850223776
"Quarter4","sweing","Sunday",1,0.7,22.94,0,0,0.800909609
"Quarter4","sweing","Sunday",3,0.75,22.52,0,0,0.800513307
"Quarter4","sweing","Sunday",6,0.8,11.61,0,0,0.800386364
"Quarter4","sweing","Sunday",10,0.75,22.52,0,0,0.800020563
"Quarter4","finishing","Sunday",7,0.65,3.94,0,0,0.749188312
"Quarter4","sweing","Sunday",7,0.7,22.52,0,0,0.7005417
"Quarter4","sweing","Sunday",12,0.7,15.26,0,0,0.70043672
"Quarter4","sweing","Sunday",5,0.7,20.4,0,0,0.700250784
"Quarter4","sweing","Sunday",9,0.65,29.12,0,0,0.650407524
"Quarter4","finishing","Sunday",12,0.7,4.08,0,0,0.618181818
"Quarter4","sweing","Sunday",11,0.75,42.97,0,0,0.59114168
"Quarter4","sweing","Sunday",8,0.5,15.09,0,0,0.500061916
"Quarter4","finishing","Sunday",8,0.8,2.9,0,0,0.329545455
"Quarter4","finishing","Monday",3,0.75,3.94,0,0,1.059621212
"Quarter4","finishing","Monday",10,0.75,3.94,0,0,0.997792208
"Quarter4","finishing","Monday",4,0.75,4.3,0,0,0.963699495
"Quarter4","finishing","Monday",5,0.7,4.15,0,0,0.959191919
"Quarter4","finishing","Monday",2,0.75,3.94,0,0,0.910378788
"Quarter4","finishing","Monday",1,0.7,3.94,0,0,0.910378788
"Quarter4","sweing","Monday",4,0.8,22.52,0,0,0.850312684
"Quarter4","sweing","Monday",6,0.8,11.61,0,0,0.800386364
"Quarter4","sweing","Monday",3,0.75,22.52,0,0,0.80035194
"Quarter4","sweing","Monday",2,0.75,22.94,0,0,0.800034024
"Quarter4","sweing","Monday",1,0.7,22.94,0,0,0.800023511
"Quarter4","sweing","Monday",10,0.75,22.52,0,0,0.800020563
"Quarter4","finishing","Monday",12,0.7,4.08,0,0,0.769292929
"Quarter4","sweing","Monday",5,0.75,20.4,0,0,0.750031447
"Quarter4","sweing","Monday",9,0.7,29.12,0,0,0.70061442
"Quarter4","sweing","Monday",12,0.7,15.26,0,0,0.70043672
"Quarter4","finishing","Monday",7,0.65,3.94,0,0,0.646306818
"Quarter4","sweing","Monday",8,0.6,15.09,0,0,0.600143365
"Quarter4","sweing","Monday",11,0.35,28.08,0,0,0.350066986
"Quarter4","sweing","Tuesday",2,0.75,22.52,0,0,1.000230409
"Quarter4","sweing","Tuesday",3,0.75,22.52,0,0,1.000230409
"Quarter4","finishing","Tuesday",10,0.8,3.94,0,0,0.979527778
"Quarter4","finishing","Tuesday",4,0.8,4.3,0,0,0.940625
"Quarter4","finishing","Tuesday",5,0.5,4.15,0,0,0.926388889
"Quarter4","sweing","Tuesday",10,0.8,22.52,0,0,0.900129762
"Quarter4","finishing","Tuesday",3,0.75,3.94,0,0,0.861875
"Quarter4","sweing","Tuesday",4,0.8,22.52,0,0,0.850312684
"Quarter4","finishing","Tuesday",8,0.65,3.94,0,0,0.845458333
"Quarter4","finishing","Tuesday",12,0.7,4.15,0,0,0.823555556
"Quarter4","finishing","Tuesday",7,0.5,4.15,0,0,0.803541667
"Quarter4","sweing","Tuesday",1,0.75,22.94,0,0,0.800263218
"Quarter4","finishing","Tuesday",2,0.75,3.94,0,0,0.788
"Quarter4","finishing","Tuesday",1,0.75,3.94,0,0,0.77815
"Quarter4","sweing","Tuesday",9,0.7,29.12,0,0,0.700386207
"Quarter4","sweing","Tuesday",12,0.7,15.26,0,0,0.700164706
"Quarter4","sweing","Tuesday",8,0.65,15.09,0,0,0.650307143
"Quarter4","sweing","Tuesday",6,0.8,30.4,0,0,0.622828125
"Quarter4","finishing","Tuesday",6,0.8,2.9,0,0,0.6225
"Quarter4","sweing","Tuesday",5,0.5,20.79,0,0,0.500035345
"Quarter4","sweing","Tuesday",11,0.5,48.18,0,0,0.37046657
"Quarter4","sweing","Wednesday",2,0.8,22.52,0,0,1.000230409
"Quarter4","sweing","Wednesday",3,0.8,22.52,0,0,1.000230409
"Quarter4","finishing","Wednesday",6,0.35,2.9,0,0,0.977555556
"Quarter4","finishing","Wednesday",1,0.75,3.94,0,0,0.9456
"Quarter4","finishing","Wednesday",2,0.8,3.94,0,0,0.902222222
"Quarter4","sweing","Wednesday",10,0.8,22.52,0,0,0.850532143
"Quarter4","sweing","Wednesday",1,0.75,22.94,0,0,0.850362069
"Quarter4","finishing","Wednesday",10,0.8,3.94,0,0,0.840533333
"Quarter4","sweing","Wednesday",5,0.6,20.79,0,0,0.800534483
"Quarter4","sweing","Wednesday",4,0.8,22.52,0,0,0.800489676
"Quarter4","finishing","Wednesday",12,0.75,4.08,0,0,0.755555556
"Quarter4","sweing","Wednesday",9,0.7,29.12,0,0,0.750593103
"Quarter4","sweing","Wednesday",12,0.75,15.26,0,0,0.750283333
"Quarter4","finishing","Wednesday",4,0.8,4.3,0,0,0.722638889
"Quarter4","finishing","Wednesday",8,0.65,4.15,0,0,0.553333333
"Quarter4","sweing","Wednesday",11,0.5,20.1,0,0,0.500567308
"Quarter4","sweing","Wednesday",8,0.7,38.09,0,0,0.467693269
"Quarter4","sweing","Wednesday",6,0.35,18.79,0,0,0.437995338
"Quarter4","finishing","Wednesday",7,0.6,3.94,0,0,0.406354167
"Quarter4","sweing","Wednesday",7,0.6,23.54,0,0,0.285333333
"Quarter4","finishing","Wednesday",11,0.5,2.9,0,0,0.259375
"Quarter5","sweing","Thursday",2,0.8,22.52,0,0,1.000230409
"Quarter5","finishing","Thursday",4,0.8,4.3,0,0,0.989
"Quarter5","sweing","Thursday",3,0.8,22.52,0,0,0.950185965
"Quarter5","sweing","Thursday",4,0.8,22.52,0,0,0.9008
"Quarter5","sweing","Thursday",10,0.8,22.52,0,0,0.900129762
"Quarter5","finishing","Thursday",6,0.5,2.9,0,0,0.899
"Quarter5","finishing","Thursday",8,0.65,4.15,0,0,0.877552083
"Quarter5","finishing","Thursday",11,0.6,2.9,0,0,0.864583333
"Quarter5","finishing","Thursday",10,0.8,3.94,0,0,0.85695
"Quarter5","finishing","Thursday",1,0.75,3.94,0,0,0.853666667
"Quarter5","sweing","Thursday",1,0.75,22.94,0,0,0.850362069
"Quarter5","sweing","Thursday",9,0.7,29.12,0,0,0.850170115
"Quarter5","sweing","Thursday",5,0.65,20.79,0,0,0.800473729
"Quarter5","finishing","Thursday",2,0.8,3.94,0,0,0.773333333
"Quarter5","sweing","Thursday",12,0.75,15.26,0,0,0.750646667
"Quarter5","finishing","Thursday",12,0.75,4.08,0,0,0.634666667
"Quarter5","sweing","Thursday",11,0.6,20.1,0,0,0.60059761
"Quarter5","sweing","Thursday",6,0.5,18.79,0,0,0.500117677
"Quarter5","finishing","Thursday",3,0.8,3.94,0,0,0.4925
"Quarter5","sweing","Thursday",7,0.65,23.54,0,0,0.48792
"Quarter5","sweing","Saturday",3,0.8,22.52,0,0,1.000457471
"Quarter5","sweing","Saturday",2,0.8,22.52,0,0,1.000230409
"Quarter5","finishing","Saturday",2,0.8,3.94,0,0,0.971866667
"Quarter5","finishing","Saturday",3,0.8,3.94,0,0,0.971866667
"Quarter5","finishing","Saturday",4,0.8,3.94,0,0,0.971866667
"Quarter5","finishing","Saturday",10,0.8,3.94,0,0,0.971866667
"Quarter5","finishing","Saturday",1,0.75,3.94,0,0,0.971866667
"Quarter5","finishing","Saturday",9,0.75,3.94,0,0,0.971866667
"Quarter5","finishing","Saturday",12,0.75,4.08,0,0,0.971866667
"Quarter5","finishing","Saturday",5,0.7,3.94,0,0,0.971866667
"Quarter5","finishing","Saturday",7,0.7,3.94,0,0,0.971866667
"Quarter5","finishing","Saturday",8,0.65,3.94,0,0,0.971866667
"Quarter5","finishing","Saturday",11,0.65,3.94,0,0,0.971866667
"Quarter5","finishing","Saturday",6,0.6,3.94,0,0,0.971866667
"Quarter5","sweing","Saturday",10,0.8,22.52,0,0,0.920236905
"Quarter5","sweing","Saturday",4,0.8,22.52,0,0,0.900537069
"Quarter5","sweing","Saturday",9,0.75,29.12,0,0,0.850610526
"Quarter5","sweing","Saturday",1,0.75,22.94,0,0,0.850362069
"Quarter5","sweing","Saturday",12,0.75,15.26,0,0,0.750646667
"Quarter5","sweing","Saturday",5,0.7,50.89,0,0,0.656763743
"Quarter5","sweing","Saturday",11,0.65,20.1,0,0,0.650148148
"Quarter5","sweing","Saturday",6,0.6,18.79,0,0,0.600710606
"Quarter5","sweing","Saturday",7,0.7,23.54,0,0,0.388830357
"Quarter5","sweing","Saturday",8,0.5,23.54,0,0,0.286984568
"Quarter1","finishing","Sunday",8,0.65,4.15,0,0,1.0115625
"Quarter1","sweing","Sunday",2,0.8,22.52,0,0,1.000671304
"Quarter1","sweing","Sunday",1,0.8,22.94,0,0,1.000402055
"Quarter1","finishing","Sunday",1,0.75,3.94,0,0,0.950438596
"Quarter1","sweing","Sunday",3,0.8,22.52,0,0,0.950185965
"Quarter1","finishing","Sunday",2,0.8,3.94,0,0,0.912766667
"Quarter1","finishing","Sunday",7,0.7,3.94,0,0,0.892194444
"Quarter1","finishing","Sunday",10,0.8,3.94,0,0,0.8865
"Quarter1","sweing","Sunday",10,0.8,22.52,0,0,0.850532143
"Quarter1","sweing","Sunday",4,0.8,22.52,0,0,0.85011396
"Quarter1","finishing","Sunday",4,0.8,4.3,0,0,0.845069444
"Quarter1","sweing","Sunday",9,0.75,29.12,0,0,0.750593103
"Quarter1","sweing","Sunday",12,0.75,15.26,0,0,0.750450658
"Quarter1","finishing","Sunday",12,0.75,4.08,0,0,0.702666667
"Quarter1","sweing","Sunday",11,0.7,20.1,0,0,0.700508929
"Quarter1","sweing","Sunday",6,0.65,18.79,0,0,0.651007071
"Quarter1","sweing","Sunday",8,0.6,24.26,0,0,0.466821212
"Quarter1","sweing","Sunday",7,0.7,24.26,0,0,0.411553571
"Quarter1","finishing","Sunday",6,0.6,2.9,0,0,0.314166667
"Quarter1","sweing","Monday",1,0.8,22.94,0,0,1.000602279
"Quarter1","finishing","Monday",9,0.75,3.94,0,0,0.994270833
"Quarter1","sweing","Monday",2,0.8,22.52,0,0,0.900158405
"Quarter1","sweing","Monday",3,0.8,22.52,0,0,0.90014152
"Quarter1","sweing","Monday",10,0.8,22.52,0,0,0.900129762
"Quarter1","finishing","Monday",10,0.8,3.94,0,0,0.85695
"Quarter1","finishing","Monday",4,0.8,4.3,0,0,0.809236111
"Quarter1","sweing","Monday",12,0.8,15.26,0,0,0.800401961
"Quarter1","sweing","Monday",4,0.8,22.52,0,0,0.800393224
"Quarter1","sweing","Monday",9,0.75,29.12,0,0,0.799963218
"Quarter1","finishing","Monday",12,0.75,4.08,0,0,0.740444444
"Quarter1","sweing","Monday",11,0.7,20.55,0,0,0.700398148
"Quarter1","sweing","Monday",6,0.7,18.79,0,0,0.700354545
"Quarter1","finishing","Monday",8,0.65,4.15,0,0,0.561979167
"Quarter1","finishing","Monday",1,0.75,3.94,0,0,0.504596491
"Quarter1","sweing","Monday",5,0.5,30.1,0,0,0.500801724
"Quarter1","sweing","Monday",7,0.7,24.26,0,0,0.295307738
"Quarter1","finishing","Monday",6,0.6,2.9,0,0,0.280333333
"Quarter1","sweing","Monday",8,0.65,24.26,0,0,0.260978788
"Quarter1","finishing","Tuesday",2,0.8,3.94,0,0,1.001416667
"Quarter1","sweing","Tuesday",1,0.8,22.52,0,0,1.000018551
"Quarter1","sweing","Tuesday",10,0.8,22.52,0,0,0.999995238
"Quarter1","finishing","Tuesday",1,0.8,3.94,0,0,0.99485
"Quarter1","finishing","Tuesday",8,0.7,4.15,0,0,0.976979167
"Quarter1","sweing","Tuesday",3,0.8,22.52,0,0,0.950185965
"Quarter1","sweing","Tuesday",2,0.8,22.52,0,0,0.949981609
"Quarter1","finishing","Tuesday",9,0.75,3.94,0,0,0.919954545
"Quarter1","sweing","Tuesday",4,0.8,22.52,0,0,0.800434622
"Quarter1","sweing","Tuesday",12,0.8,15.26,0,0,0.800259023
"Quarter1","finishing","Tuesday",12,0.8,4.08,0,0,0.778222222
"Quarter1","sweing","Tuesday",9,0.75,29.12,0,0,0.750593103
"Quarter1","sweing","Tuesday",11,0.7,25.31,0,0,0.700513566
"Quarter1","sweing","Tuesday",6,0.7,18.79,0,0,0.700184577
"Quarter1","sweing","Tuesday",8,0.7,24.26,0,0,0.586465465
"Quarter1","sweing","Tuesday",7,0.7,24.26,0,0,0.541517857
"Quarter1","finishing","Tuesday",4,0.8,4.3,0,0,0.5375
"Quarter1","finishing","Tuesday",6,0.7,2.9,0,0,0.495416667
"Quarter1","sweing","Tuesday",5,0.6,30.1,0,0,0.415172414
"Quarter1","sweing","Wednesday",2,0.8,22.52,0,0,1.05028058
"Quarter1","sweing","Wednesday",3,0.8,22.52,0,0,1.000230409
"Quarter1","sweing","Wednesday",10,0.8,22.52,0,0,0.999995238
"Quarter1","finishing","Wednesday",2,0.8,3.94,0,0,0.966759259
"Quarter1","finishing","Wednesday",1,0.8,3.94,0,0,0.929183333
"Quarter1","finishing","Wednesday",8,0.7,4.15,0,0,0.915766667
"Quarter1","sweing","Wednesday",1,0.8,22.52,0,0,0.900147246
"Quarter1","sweing","Wednesday",12,0.8,15.26,0,0,0.800401961
"Quarter1","sweing","Wednesday",9,0.8,22.52,0,0,0.799963218
"Quarter1","finishing","Wednesday",7,0.7,3.94,0,0,0.779791667
"Quarter1","finishing","Wednesday",9,0.75,3.94,0,0,0.755166667
"Quarter1","sweing","Wednesday",6,0.7,18.79,0,0,0.700710417
"Quarter1","sweing","Wednesday",7,0.7,24.26,0,0,0.700612069
"Quarter1","sweing","Wednesday",11,0.7,10.05,0,0,0.700278846
"Quarter1","sweing","Wednesday",8,0.7,29.12,0,0,0.700135088
"Quarter1","finishing","Wednesday",12,0.8,4.08,0,0,0.687555556
"Quarter1","sweing","Wednesday",5,0.65,30.1,10,0,0.650834808
"Quarter1","finishing","Wednesday",6,0.7,2.9,0,0,0.531666667
"Quarter1","sweing","Wednesday",4,0.35,30.1,15,0,0.350706422
"Quarter1","sweing","Thursday",2,0.8,22.52,0,0,1.000446018
"Quarter1","sweing","Thursday",1,0.8,22.52,0,0,1.000018551
"Quarter1","sweing","Thursday",10,0.8,22.52,0,0,0.999995238
"Quarter1","finishing","Thursday",2,0.8,3.94,0,0,0.999924242
"Quarter1","sweing","Thursday",3,0.8,22.52,0,0,0.950185965
"Quarter1","finishing","Thursday",6,0.7,2.9,0,0,0.9425
"Quarter1","finishing","Thursday",12,0.8,4.08,0,0,0.906666667
"Quarter1","finishing","Thursday",7,0.7,3.94,0,0,0.8471
"Quarter1","finishing","Thursday",1,0.8,3.94,0,0,0.845458333
"Quarter1","sweing","Thursday",12,0.8,15.26,0,0,0.800612676
"Quarter1","sweing","Thursday",9,0.8,29.12,0,0,0.799963218
"Quarter1","finishing","Thursday",10,0.8,3.94,0,0,0.771583333
"Quarter1","sweing","Thursday",11,0.75,10.05,0,0,0.7504
"Quarter1","sweing","Thursday",6,0.7,18.79,0,0,0.700079032
"Quarter1","sweing","Thursday",5,0.7,30.1,0,0,0.562212644
"Quarter1","sweing","Thursday",7,0.07,24.26,0,0,0.522844828
"Quarter1","sweing","Thursday",4,0.5,30.1,0,1,0.500720126
"Quarter1","sweing","Thursday",8,0.7,24.26,0,0,0.496549708
"Quarter1","finishing","Saturday",2,0.8,3.94,0,0,1.050666667
"Quarter1","sweing","Saturday",2,0.8,22.52,0,0,1.000018551
"Quarter1","sweing","Saturday",3,0.8,22.52,0,0,0.950185965
"Quarter1","sweing","Saturday",1,0.8,22.52,0,0,0.900135693
"Quarter1","sweing","Saturday",10,0.8,22.52,0,0,0.900129762
"Quarter1","finishing","Saturday",12,0.8,4.08,0,0,0.899111111
"Quarter1","finishing","Saturday",1,0.8,3.94,0,0,0.870083333
"Quarter1","finishing","Saturday",6,0.75,2.9,0,0,0.845833333
"Quarter1","sweing","Saturday",12,0.8,15.26,0,0,0.800401961
"Quarter1","sweing","Saturday",9,0.8,29.12,0,0,0.799963218
"Quarter1","finishing","Saturday",9,0.8,3.94,0,0,0.771583333
"Quarter1","sweing","Saturday",6,0.75,18.79,0,0,0.750520115
"Quarter1","sweing","Saturday",11,0.75,10.05,0,0,0.750027778
"Quarter1","finishing","Saturday",7,0.7,3.94,0,0,0.715766667
"Quarter1","sweing","Saturday",7,0.7,24.26,45,0,0.662270115
"Quarter1","sweing","Saturday",4,0.6,30.1,0,1,0.600224189
"Quarter1","sweing","Saturday",5,0.7,30.1,0,0,0.545657673
"Quarter1","finishing","Saturday",4,0.8,4.3,0,0,0.447916667
"Quarter1","sweing","Saturday",8,0.7,24.26,37,0,0.365318713
"Quarter2","sweing","Sunday",2,0.8,22.52,0,0,1.000018551
"Quarter2","finishing","Sunday",7,0.7,4.15,0,0,0.928680556
"Quarter2","sweing","Sunday",10,0.8,22.52,0,0,0.9008
"Quarter2","sweing","Sunday",1,0.8,22.52,0,0,0.900135693
"Quarter2","sweing","Sunday",3,0.8,22.52,0,0,0.900129762
"Quarter2","finishing","Sunday",1,0.8,3.94,0,0,0.893066667
"Quarter2","finishing","Sunday",12,0.8,4.08,0,0,0.891555556
"Quarter2","finishing","Sunday",2,0.8,3.94,0,0,0.875555556
"Quarter2","finishing","Sunday",8,0.7,4.15,0,0,0.840888889
"Quarter2","sweing","Sunday",12,0.8,15.26,0,0,0.800355208
"Quarter2","sweing","Sunday",9,0.8,29.12,0,0,0.799963218
"Quarter2","sweing","Sunday",6,0.75,18.79,0,0,0.75065101
"Quarter2","sweing","Sunday",11,0.75,10.05,0,0,0.750027778
"Quarter2","sweing","Sunday",5,0.7,30.1,0,0,0.700618234
"Quarter2","finishing","Sunday",6,0.75,2.9,0,0,0.610208333
"Quarter2","finishing","Sunday",9,0.8,3.94,0,0,0.607416667
"Quarter2","sweing","Sunday",4,0.65,30.1,0,1,0.568259587
"Quarter2","sweing","Sunday",7,0.7,24.26,0,0,0.355534483
"Quarter2","sweing","Sunday",8,0.7,24.26,0,0,0.353259649
"Quarter2","finishing","Monday",2,0.8,3.94,0,0,1.057962963
"Quarter2","finishing","Monday",1,0.8,3.94,0,0,0.962016667
"Quarter2","sweing","Monday",10,0.8,22.52,0,0,0.9008
"Quarter2","sweing","Monday",1,0.8,22.52,0,0,0.900509044
"Quarter2","sweing","Monday",2,0.8,22.52,0,0,0.900477825
"Quarter2","finishing","Monday",6,0.75,2.9,0,0,0.888125
"Quarter2","sweing","Monday",12,0.8,15.26,0,0,0.800401961
"Quarter2","sweing","Monday",3,0.8,22.52,0,0,0.800161172
"Quarter2","sweing","Monday",9,0.8,29.12,0,0,0.799963218
"Quarter2","sweing","Monday",4,0.7,30.1,0,1,0.790003236
"Quarter2","sweing","Monday",11,0.75,10.05,0,0,0.750648148
"Quarter2","finishing","Monday",8,0.35,4.15,0,0,0.707111111
"Quarter2","sweing","Monday",5,0.7,30.1,0,0,0.700618234
"Quarter2","finishing","Monday",9,0.8,3.94,0,0,0.697708333
"Quarter2","sweing","Monday",6,0.75,18.79,0,0,0.612517157
"Quarter2","sweing","Monday",7,0.35,30.1,0,1,0.350301724
"Quarter2","sweing","Monday",8,0.35,30.1,0,1,0.350301724
"Quarter2","finishing","Monday",12,0.8,4.08,0,0,0.272
"Quarter2","finishing","Tuesday",12,0.8,4.08,0,0,1.004888889
"Quarter2","finishing","Tuesday",2,0.8,3.94,0,0,0.966759259
"Quarter2","sweing","Tuesday",10,0.8,22.52,0,0,0.90063244
"Quarter2","sweing","Tuesday",1,0.8,22.52,0,0,0.90047076
"Quarter2","sweing","Tuesday",3,0.8,22.52,0,0,0.90047076
"Quarter2","sweing","Tuesday",2,0.8,22.52,0,0,0.899984058
"Quarter2","finishing","Tuesday",1,0.8,3.94,0,0,0.853666667
"Quarter2","sweing","Tuesday",9,0.8,29.12,0,0,0.8008
"Quarter2","sweing","Tuesday",12,0.8,15.26,0,0,0.800401961
"Quarter2","finishing","Tuesday",4,0.7,4.15,0,0,0.796755556
"Quarter2","sweing","Tuesday",6,0.75,18.79,0,0,0.750797009
"Quarter2","sweing","Tuesday",11,0.8,10.05,0,0,0.750648148
"Quarter2","sweing","Tuesday",5,0.75,30.1,0,0,0.750356125
"Quarter2","finishing","Tuesday",8,0.35,4.15,0,0,0.703770833
"Quarter2","sweing","Tuesday",4,0.7,30.1,0,1,0.700618234
"Quarter2","finishing","Tuesday",9,0.8,3.94,0,0,0.6895
"Quarter2","finishing","Tuesday",6,0.75,2.9,0,0,0.628333333
"Quarter2","sweing","Tuesday",7,0.5,30.1,0,1,0.500801724
"Quarter2","sweing","Tuesday",8,0.5,30.1,0,1,0.393548851
"Quarter2","finishing","Wednesday",4,0.7,4.15,0,0,1.033155556
"Quarter2","finishing","Wednesday",12,0.8,4.08,0,0,1.02
"Quarter2","sweing","Wednesday",2,0.8,22.52,0,0,1.000344928
"Quarter2","sweing","Wednesday",1,0.8,22.52,0,0,1.000065789
"Quarter2","finishing","Wednesday",8,0.35,4.15,0,0,0.994375
"Quarter2","finishing","Wednesday",2,0.8,3.94,0,0,0.912037037
"Quarter2","finishing","Wednesday",5,0.7,4.15,0,0,0.87
"Quarter2","sweing","Wednesday",10,0.8,22.52,0,0,0.850364583
"Quarter2","sweing","Wednesday",6,0.8,18.79,0,0,0.800947475
"Quarter2","sweing","Wednesday",12,0.8,15.26,0,0,0.800401961
"Quarter2","sweing","Wednesday",9,0.8,29.12,0,0,0.800144144
"Quarter2","sweing","Wednesday",5,0.75,30.1,0,0,0.750406233
"Quarter2","sweing","Wednesday",8,0.6,30.1,0,1,0.714410494
"Quarter2","sweing","Wednesday",4,0.7,30.1,0,1,0.700588406
"Quarter2","finishing","Wednesday",1,0.8,3.94,0,0,0.618361111
"Quarter2","sweing","Wednesday",7,0.6,30.1,0,1,0.600070513
"Quarter2","finishing","Wednesday",9,0.8,3.94,0,0,0.54175
"Quarter2","sweing","Wednesday",3,0.8,22.52,0,1,0.536901754
"Quarter2","sweing","Wednesday",11,0.35,11.41,0,1,0.507903226
"Quarter2","sweing","Thursday",1,0.8,22.52,0,0,1.100483918
"Quarter2","finishing","Thursday",4,0.7,4.15,0,0,1.096633333
"Quarter2","sweing","Thursday",2,0.8,22.52,0,0,1.000344928
"Quarter2","finishing","Thursday",12,0.8,4.08,0,0,0.838666667
"Quarter2","sweing","Thursday",12,0.8,15.26,0,0,0.800401961
"Quarter2","finishing","Thursday",8,0.35,4.15,0,0,0.755486111
"Quarter2","sweing","Thursday",5,0.75,30.1,0,0,0.750799435
"Quarter2","sweing","Thursday",6,0.8,18.79,0,0,0.688017677
"Quarter2","finishing","Thursday",1,0.8,3.94,0,0,0.664875
"Quarter2","finishing","Thursday",9,0.8,3.94,0,0,0.656666667
"Quarter2","sweing","Thursday",4,0.7,30.1,0,1,0.637711864
"Quarter2","finishing","Thursday",2,0.8,3.94,0,0,0.601944444
"Quarter2","finishing","Thursday",5,0.7,4.15,0,0,0.58
"Quarter2","sweing","Thursday",7,0.65,30.1,0,1,0.535677966
"Quarter2","sweing","Thursday",11,0.5,11.41,0,2,0.50012336
"Quarter2","sweing","Thursday",9,0.8,29.12,0,0,0.497885057
"Quarter2","sweing","Thursday",8,0.65,30.1,0,1,0.463403955
"Quarter2","sweing","Thursday",10,0.8,22.52,0,0,0.441392
"Quarter2","sweing","Thursday",3,0.35,30.1,0,1,0.350301724
"Quarter2","sweing","Saturday",1,0.8,22.52,0,0,1.000230409
"Quarter2","finishing","Saturday",7,0.7,4.15,0,0,0.929277778
"Quarter2","finishing","Saturday",4,0.75,4.15,0,0,0.902916667
"Quarter2","finishing","Saturday",12,0.8,4.08,0,0,0.800888889
"Quarter2","sweing","Saturday",12,0.8,15.26,0,0,0.800401961
"Quarter2","sweing","Saturday",2,0.8,22.52,0,0,0.80037492
"Quarter2","finishing","Saturday",1,0.8,3.94,0,0,0.796208333
"Quarter2","sweing","Saturday",4,0.75,30.1,0,1,0.750392157
"Quarter2","sweing","Saturday",5,0.75,30.1,0,0,0.750392157
"Quarter2","finishing","Saturday",8,0.7,4.15,0,0,0.725625
"Quarter2","sweing","Saturday",8,0.7,30.1,0,1,0.700206125
"Quarter2","sweing","Saturday",7,0.7,30.1,0,1,0.602
"Quarter2","sweing","Saturday",11,0.6,11.41,0,2,0.600447507
"Quarter2","sweing","Saturday",6,0.8,18.79,0,0,0.557252451
"Quarter2","sweing","Saturday",3,0.5,30.1,0,1,0.500801724
"Quarter2","finishing","Saturday",6,0.8,2.9,0,0,0.483333333
"Quarter2","finishing","Saturday",9,0.8,3.94,0,0,0.238041667
"Quarter3","finishing","Sunday",1,0.8,3.94,0,0,1.1204375
"Quarter3","finishing","Sunday",2,0.8,3.94,0,0,1.108125
"Quarter3","sweing","Sunday",1,0.8,22.52,0,0,1.000230409
"Quarter3","finishing","Sunday",12,0.8,4.08,0,0,0.876444444
"Quarter3","sweing","Sunday",12,0.8,15.26,0,0,0.800806306
"Quarter3","finishing","Sunday",5,0.75,4.15,0,0,0.760833333
